Ngay,GiaDieuChinh,GiaDongCua,ThayDoi,KhoiLuongKhopLenh,GiaTriKhopLenh,KLThoaThuan,GtThoaThuan,GiaMoCua,GiaCaoNhat,GiaThapNhat,Daily Change (%),Percent Change
2023-01-17,1088.29,1088.29,21.61(2.03 %),592759400,10169246444700.0,81174066,1583604555300,1071.37,1088.29,1069.86,1.5792863343196164,-0.9096041082419792
2023-01-16,1066.68,1066.68,6.51(0.61 %),408111100,6729379942900.0,112679788,2642639057100,1062.19,1067.74,1057.87,0.42271156761031536,-1.9856839629142864
2023-01-13,1060.17,1060.17,3.78(0.36 %),670231695,12394762000000.0,194532095,4505311719300,1060.89,1066.39,1055.23,-0.06786754517433732,-0.6103048711891046
2023-01-12,1056.39,1056.39,0.63(0.06 %),384586029,6483730436200.0,121880829,2228012563800,1058.52,1060.97,1050.27,-0.2012243509806033,-0.3565465915843613
2023-01-11,1055.76,1055.76,2.41(0.23 %),508219700,8245684462160.0,36964718,612312537840,1058.77,1065.69,1054.53,-0.28429215032537675,-0.05963706585636608
2023-01-10,1053.35,1053.35,-0.86(-0.08 %),423409835,7166182633800.0,122853233,2544471366200,1054.87,1057.44,1045.75,-0.1440935849915138,-0.22827157687353994
2023-01-09,1054.21,1054.21,2.77(0.26 %),386345500,6513683350000.0,88858465,2004479650000,1058.28,1062.12,1050.95,-0.38458630986127834,0.08164427778043493
2023-01-06,1051.44,1051.44,-4.38(-0.41 %),614549000,10119953269500.0,83950467,1826657730500,1055.51,1065.58,1047.26,-0.38559558886225015,-0.2627559973819249
2023-01-05,1055.82,1055.82,9.47(0.91 %),496500700,8148843520000.0,38552200,1035911480000,1048.17,1058.14,1046.64,0.7298434414264732,0.4165715590047858
2023-01-04,1046.35,1046.35,2.45(0.23 %),566957000,9094885898710.0,80773520,1437506101290,1048.31,1052.6,1041.56,-0.18696759546317754,-0.8969331893693977
2023-01-03,1043.9,1043.9,36.81(3.66 %),518145310,8363585200000.0,33180251,885815800000,1011.39,1043.9,1011.38,3.2143881193209447,-0.23414727385672185
