Ngay,GiaDieuChinh,GiaDongCua,ThayDoi,KhoiLuongKhopLenh,GiaTriKhopLenh,KLThoaThuan,GtThoaThuan,GiaMoCua,GiaCaoNhat,GiaThapNhat
24/02/2023,1039.56,1039.56,-14.1(-1.34 %),397316790,5891915610200.0,33090880,655707389800,1051.55,1052.49,1034.66
23/02/2023,1053.66,1053.66,-0.62(-0.06 %),635726600,9901081278200.0,85020640,2180332721800,1053.95,1054.48,1030.58
22/02/2023,1054.28,1054.28,-27.95(-2.58 %),766700800,11660390029000.0,47312800,1076240971000,1073.62,1073.93,1054.28
21/02/2023,1082.23,1082.23,-4.46(-0.41 %),654984700,10408660708670.0,65364783,1449953291330,1090.35,1095.1,1081.8
20/02/2023,1086.69,1086.69,27.38(2.58 %),632371800,10509096805450.0,49915193,1195788194550,1059.56,1088.01,1059.56
17/02/2023,1059.31,1059.31,1.02(0.10 %),429221700,6885521291500.0,35858599,807000708500,1058.97,1062.25,1053.26
16/02/2023,1058.29,1058.29,10.09(0.96 %),410294000,6883742867650.0,65510145,1566246132350,1051.16,1058.29,1047.45
15/02/2023,1048.2,1048.2,9.56(0.92 %),494079200,7913845329000.0,91683500,1949549671000,1037.17,1051.89,1034.39
14/02/2023,1038.64,1038.64,-5.06(-0.48 %),338516800,5489299022300.0,57216062,1233648977700,1045.38,1046.64,1032.76
13/02/2023,1043.7,1043.7,-11.6(-1.10 %),603924900,8918061988900.0,77398870,154105011100,1050.92,1054.05,1031.7
10/02/2023,1055.3,1055.3,-8.73(-0.82 %),405865100,6670722914250.0,58076739,1490206085750,1065.84,1066.28,1054.08
09/02/2023,1064.03,1064.03,-8.19(-0.76 %),383279200,6773899201800.0,90570240,2447999798200,1070.3,1075.2,1064.03
08/02/2023,1072.22,1072.22,6.38(0.60 %),480268400,8099158157400.0,89049182,1910699842600,1067.58,1079.51,1063.5
07/02/2023,1065.84,1065.84,-23.45(-2.15 %),594950572,10020780318000.0,78256270,2146756682000,1088.07,1092.12,1065.18
06/02/2023,1089.29,1089.29,12.14(1.13 %),415388100,7270339586800.0,111618409,2337071413200,1073.44,1089.29,1067.24
03/02/2023,1077.15,1077.15,-0.44(-0.04 %),506090100,9209444116500.0,57739315,1582163883500,1078.79,1081.89,1070.46
02/02/2023,1077.59,1077.59,1.62(0.15 %),592697450,9923143176000.0,42045430,1129777824000,1079.23,1083.36,1070.81
01/02/2023,1075.97,1075.97,-35.21(-3.17 %),974095334,16393833526400.0,55801952,1229568473600,1114.66,1116.96,1075.97
31/01/2023,1111.18,1111.18,8.61(0.78 %),653586100,11734555364000.0,94837920,1866099636000,1100.74,1111.18,1088.25
30/01/2023,1102.57,1102.57,-14.53(-1.30 %),751484500,12587755434000.0,47191200,1039745566000,1117.7,1118.46,1102.57
27/01/2023,1117.1,1117.1,9.02(0.81 %),571615000,10373181261000.0,33318400,728851739000,1114.15,1124.3,1111.41
19/01/2023,1108.08,1108.08,9.8(0.89 %),578271400,10554193078800.0,39442936,1175548921200,1095.55,1111.72,1094.46
18/01/2023,1098.28,1098.28,9.99(0.92 %),553782600,9383622610500.0,50414940,853917389500,1092.5,1100.39,1089.56
17/01/2023,1088.29,1088.29,21.61(2.03 %),592759400,10169246444700.0,81174066,1583604555300,1071.37,1088.29,1069.86
16/01/2023,1066.68,1066.68,6.51(0.61 %),408111100,6729379942900.0,112679788,2642639057100,1062.19,1067.74,1057.87
13/01/2023,1060.17,1060.17,3.78(0.36 %),670231695,12394762000000.0,194532095,4505311719300,1060.89,1066.39,1055.23
12/01/2023,1056.39,1056.39,0.63(0.06 %),384586029,6483730436200.0,121880829,2228012563800,1058.52,1060.97,1050.27
11/01/2023,1055.76,1055.76,2.41(0.23 %),508219700,8245684462160.0,36964718,612312537840,1058.77,1065.69,1054.53
10/01/2023,1053.35,1053.35,-0.86(-0.08 %),423409835,7166182633800.0,122853233,2544471366200,1054.87,1057.44,1045.75
09/01/2023,1054.21,1054.21,2.77(0.26 %),386345500,6513683350000.0,88858465,2004479650000,1058.28,1062.12,1050.95
06/01/2023,1051.44,1051.44,-4.38(-0.41 %),614549000,10119953269500.0,83950467,1826657730500,1055.51,1065.58,1047.26
05/01/2023,1055.82,1055.82,9.47(0.91 %),496500700,8148843520000.0,38552200,1035911480000,1048.17,1058.14,1046.64
04/01/2023,1046.35,1046.35,2.45(0.23 %),566957000,9094885898710.0,80773520,1437506101290,1048.31,1052.6,1041.56
03/01/2023,1043.9,1043.9,36.81(3.66 %),518145310,8363585200000.0,33180251,885815800000,1011.39,1043.9,1011.38
